"PassengerID","Survived"
"892",0.383839033334758
"893",0.383839033334758
"894",0.383839033334758
"895",0.383839033334758
"896",0.383839033334758
"897",0.383839033334758
"898",0.383839033334758
"899",0.383839033334758
"900",0.383839033334758
"901",0.383839033334758
"902",0.383839033334758
"903",0.383839033334758
"904",0.383839033334758
"905",0.383839033334758
"906",0.383839033334758
"907",0.383839033334758
"908",0.383839033334758
"909",0.383839033334758
"910",0.383839033334758
"911",0.383839033334758
"912",0.383839033334758
"913",0.383838066246655
"914",0.383839033334758
"915",0.383839033334758
"916",0.383839033334758
"917",0.383839033334758
"918",0.383839033334758
"919",0.383839033334758
"920",0.383839033334758
"921",0.383839033334758
"922",0.383839033334758
"923",0.383839033334758
"924",0.383839033334758
"925",0.383839033334758
"926",0.383839033334758
"927",0.383839033334758
"928",0.383839033334758
"929",0.383839033334758
"930",0.383839033334758
"931",0.383839033334758
"932",0.383839033334758
"933",0.383839033334758
"934",0.383839033334758
"935",0.383839033334758
"936",0.383839033334758
"937",0.383839033334758
"938",0.383839033334758
"939",0.383839033334758
"940",0.383839033334758
"941",0.383839033334758
"942",0.383839033334758
"943",0.383839033334758
"944",0.383839033334758
"945",0.383839033334758
"946",0.383839033334758
"947",0.383839033334758
"948",0.383839033334758
"949",0.383839033334758
"950",0.383839033334758
"951",0.383839033334758
"952",0.383839033334758
"953",0.383839033334758
"954",0.383839033334758
"955",0.383839033334758
"956",0.383839033334758
"957",0.383839033334758
"958",0.383839033334758
"959",0.383839033334758
"960",0.383839033334758
"961",0.383839033334758
"962",0.383839033334758
"963",0.383839033334758
"964",0.383839033334758
"965",0.383839033334758
"966",0.383839033334758
"967",0.383839033334758
"968",0.383839033334758
"969",0.383839033334758
"970",0.383839033334758
"971",0.383839033334758
"972",0.383839033334758
"973",0.383839033334758
"974",0.383839033334758
"975",0.383839033334758
"976",0.383839033334758
"977",0.383839033334758
"978",0.383839033334758
"979",0.383839033334758
"980",0.383839033334758
"981",0.383839033334758
"982",0.383839033334758
"983",0.383839033334758
"984",0.383839033334758
"985",0.383839033334758
"986",0.383839033334758
"987",0.383839033334758
"988",0.383839033334758
"989",0.383839033334758
"990",0.383839033334758
"991",0.383839033334758
"992",0.383839033334758
"993",0.383839033334758
"994",0.383839033334758
"995",0.383839033334758
"996",0.383839033334758
"997",0.383839033334758
"998",0.383839033334758
"999",0.383839033334758
"1000",0.383839033334758
"1001",0.383839033334758
"1002",0.383839033334758
"1003",0.383839033334758
"1004",0.383839033334758
"1005",0.383839033334758
"1006",0.383839033334758
"1007",0.383839033334758
"1008",0.383839033334758
"1009",0.383839033334758
"1010",0.383839033334758
"1011",0.383839033334758
"1012",0.383839033334758
"1013",0.383839033334758
"1014",0.383839033334758
"1015",0.383839033334758
"1016",0.383839033334758
"1017",0.383839033334758
"1018",0.383839033334758
"1019",0.383839033334758
"1020",0.383839033334758
"1021",0.383839033334758
"1022",0.383839033334758
"1023",0.383839033334758
"1024",0.383839033334758
"1025",0.383839033334758
"1026",0.383839033334758
"1027",0.383839033334758
"1028",0.383839033334758
"1029",0.383839033334758
"1030",0.383839033334758
"1031",0.383839033334758
"1032",0.383839033334758
"1033",0.383839033334758
"1034",0.383839033334758
"1035",0.383839033334758
"1036",0.383839033334758
"1037",0.383839033334758
"1038",0.383839033334758
"1039",0.383839033334758
"1040",0.383839033334758
"1041",0.383839033334758
"1042",0.383839033334758
"1043",0.383839033334758
"1044",0.383839033334758
"1045",0.383839033334758
"1046",0.383839033334758
"1047",0.383839033334758
"1048",0.383839033334758
"1049",0.383839033334758
"1050",0.383839033334758
"1051",0.383839033334758
